O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-9131.00,Postmasters and Mail Superintendents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,33.34,27,12.0730,14.0708,60.4392,N,,07/2016,Incumbent
11-9131.00,Postmasters and Mail Superintendents,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,66.66,27,12.0730,39.5608,85.9292,N,,07/2016,Incumbent
11-9141.00,"Property, Real Estate, and Community Association Managers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.80,20,,,,,,08/2020,Occupational Expert
11-9141.00,"Property, Real Estate, and Community Association Managers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,20,,,,,,08/2020,Occupational Expert
11-9141.00,"Property, Real Estate, and Community Association Managers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,20.00,20,,,,,,08/2020,Occupational Expert
11-9141.00,"Property, Real Estate, and Community Association Managers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,80.00,20,,,,,,08/2020,Occupational Expert
11-9151.00,Social and Community Service Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.50,24,0.1177,2.2552,2.7422,N,,08/2018,Incumbent
11-9151.00,Social and Community Service Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.33,24,3.1885,0.9129,18.1954,N,,08/2018,Incumbent
11-9151.00,Social and Community Service Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,41.47,24,11.1637,21.4819,64.7210,N,,08/2018,Incumbent
11-9151.00,Social and Community Service Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,54.20,24,11.0203,32.0838,74.7783,N,,08/2018,Incumbent
11-9161.00,Emergency Management Directors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.50,22,,,,,,08/2023,Occupational Expert
11-9161.00,Emergency Management Directors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,9.09,22,,,,,,08/2023,Occupational Expert
11-9161.00,Emergency Management Directors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,31.82,22,,,,,,08/2023,Occupational Expert
11-9161.00,Emergency Management Directors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,59.09,22,,,,,,08/2023,Occupational Expert
11-9171.00,Funeral Home Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.59,20,0.1722,2.2255,2.9462,N,,08/2024,Incumbent
11-9171.00,Funeral Home Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,8.48,20,8.4739,0.9329,47.6713,N,,08/2024,Incumbent
11-9171.00,Funeral Home Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,24.46,20,11.5371,8.0583,54.4698,N,,08/2024,Incumbent
11-9171.00,Funeral Home Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,67.06,20,11.9555,39.6076,86.3402,N,,08/2024,Incumbent
11-9179.01,Fitness and Wellness Coordinators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.38,26,,,,,,08/2022,Occupational Expert
11-9179.01,Fitness and Wellness Coordinators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,3.85,26,,,,,,08/2022,Occupational Expert
11-9179.01,Fitness and Wellness Coordinators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,53.85,26,,,,,,08/2022,Occupational Expert
11-9179.01,Fitness and Wellness Coordinators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,42.31,26,,,,,,08/2022,Occupational Expert
11-9179.02,Spa Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.19,17,0.3435,1.4625,2.9189,N,,07/2012,Incumbent
11-9179.02,Spa Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,32.01,17,16.1540,8.8910,69.4263,N,,07/2012,Incumbent
11-9179.02,Spa Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,16.91,17,12.1636,3.1469,56.0489,N,,07/2012,Incumbent
11-9179.02,Spa Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,51.08,17,20.0742,15.9788,85.1475,Y,,07/2012,Incumbent
11-9199.01,Regulatory Affairs Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.61,23,,,,,,08/2024,Occupational Expert
11-9199.01,Regulatory Affairs Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,23,,,,,,08/2024,Occupational Expert
11-9199.01,Regulatory Affairs Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,39.13,23,,,,,,08/2024,Occupational Expert
11-9199.01,Regulatory Affairs Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,60.87,23,,,,,,08/2024,Occupational Expert
11-9199.02,Compliance Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.72,26,0.1017,2.5142,2.9329,N,,08/2019,Incumbent
11-9199.02,Compliance Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,26,0.0000,,,N,,08/2019,Incumbent
11-9199.02,Compliance Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,27.65,26,10.1667,11.8269,52.1154,N,,08/2019,Incumbent
11-9199.02,Compliance Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,72.35,26,10.1667,47.8846,88.1731,N,,08/2019,Incumbent
11-9199.08,Loss Prevention Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.68,22,,,,,,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.55,22,,,,,,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,22.73,22,,,,,,08/2019,Occupational Expert
11-9199.08,Loss Prevention Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,72.73,22,,,,,,08/2019,Occupational Expert
11-9199.09,Wind Energy Operations Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.77,21,0.1519,2.4553,3.0000,N,,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,21,0.0000,,,N,,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,22.79,21,15.1865,4.6512,64.1090,N,,08/2021,Incumbent
11-9199.09,Wind Energy Operations Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,77.21,21,15.1865,35.8910,95.3488,N,,08/2021,Incumbent
11-9199.10,Wind Energy Development Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.43,19,0.2539,1.8966,2.9633,N,,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,18.51,19,13.3346,3.4245,59.2692,N,,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,19.98,19,12.1020,4.8465,55.0514,N,,07/2016,Incumbent
11-9199.10,Wind Energy Development Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,61.50,19,14.7548,30.1389,85.5431,N,,07/2016,Incumbent
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.23,22,,,,,,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,9.09,22,,,,,,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,59.09,22,,,,,,08/2021,Occupational Expert
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,31.82,22,,,,,,08/2021,Occupational Expert
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.29,21,0.1860,1.9009,2.6769,N,,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,16.34,21,9.4385,4.4223,45.1925,N,,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,38.43,21,14.3558,14.9689,68.8732,N,,08/2020,Incumbent
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,45.23,21,13.6724,20.7082,72.3111,N,,08/2020,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.80,26,0.0980,2.5987,3.0000,N,,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,26,0.0000,,,N,,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,19.94,26,9.8037,6.5666,46.8714,N,,07/2013,Incumbent
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,80.06,26,9.8037,53.1286,93.4334,N,,07/2013,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.83,24,0.1123,2.5989,3.0000,N,,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,4.69,24,4.5724,0.5913,28.9742,N,,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,7.50,24,6.4681,1.1661,35.8034,N,,07/2015,Incumbent
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,87.80,24,7.9384,60.8378,97.0890,N,,07/2015,Incumbent
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.50,20,,,,,,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,20,,,,,,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,50.00,20,,,,,,08/2025,Occupational Expert
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,50.00,20,,,,,,08/2025,Occupational Expert
13-1031.00,"Claims Adjusters, Examiners, and Investigators",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.17,46,0.2220,1.7230,2.6172,N,,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,26.61,46,9.9718,11.4806,50.3514,N,,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,29.76,46,7.4525,17.1262,46.4902,N,,08/2022,Incumbent
13-1031.00,"Claims Adjusters, Examiners, and Investigators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,43.62,46,13.2187,20.7670,69.5530,N,,08/2022,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.39,21,0.1847,2.0074,2.7778,N,,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,12.70,21,6.6283,4.0144,33.6113,N,,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,35.33,21,9.2740,18.9838,56.0267,N,,07/2016,Incumbent
13-1032.00,"Insurance Appraisers, Auto Damage",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,51.96,21,13.0224,26.7045,76.2572,N,,07/2016,Incumbent
13-1041.00,Compliance Officers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.14,,,,,N,,11/2020,Analyst - Transition
13-1041.01,Environmental Compliance Inspectors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.20,20,,,,,,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,5.00,20,,,,,,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,70.00,20,,,,,,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,25.00,20,,,,,,08/2021,Occupational Expert
13-1041.03,Equal Opportunity Representatives and Officers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.21,42,0.1038,2.0034,2.4225,N,,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,7.63,42,4.4303,2.2704,22.7189,N,,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,63.44,42,10.6191,40.7684,81.3923,N,,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,28.93,42,9.5172,13.7794,50.8993,N,,07/2015,Incumbent
13-1041.04,Government Property Inspectors and Investigators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.09,18,0.1070,1.8655,2.3170,N,,07/2016,Incumbent
13-1041.04,Government Property Inspectors and Investigators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.93,18,0.9879,0.0972,8.2847,N,,07/2016,Incumbent
13-1041.04,Government Property Inspectors and Investigators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,89.02,18,11.0255,42.8769,98.8704,N,,07/2016,Incumbent
13-1041.04,Government Property Inspectors and Investigators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,10.05,18,10.8193,0.8876,58.2484,N,,07/2016,Incumbent
13-1041.06,Coroners,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.50,20,,,,,,08/2024,Occupational Expert
13-1041.06,Coroners,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.00,20,,,,,,08/2024,Occupational Expert
13-1041.06,Coroners,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,30.00,20,,,,,,08/2024,Occupational Expert
13-1041.06,Coroners,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,60.00,20,,,,,,08/2024,Occupational Expert
13-1041.07,Regulatory Affairs Specialists,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.45,20,,,,,,08/2019,Occupational Expert
13-1041.07,Regulatory Affairs Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,20,,,,,,08/2019,Occupational Expert
13-1041.07,Regulatory Affairs Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,55.00,20,,,,,,08/2019,Occupational Expert
13-1041.07,Regulatory Affairs Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,45.00,20,,,,,,08/2019,Occupational Expert
13-1041.08,Customs Brokers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.47,19,,,,,,07/2017,Occupational Expert
13-1041.08,Customs Brokers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,19,,,,,,07/2017,Occupational Expert
13-1041.08,Customs Brokers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,52.63,19,,,,,,07/2017,Occupational Expert
13-1041.08,Customs Brokers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,47.37,19,,,,,,07/2017,Occupational Expert
13-1051.00,Cost Estimators,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.45,22,,,,,,08/2023,Occupational Expert
13-1051.00,Cost Estimators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,22,,,,,,08/2023,Occupational Expert
13-1051.00,Cost Estimators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,54.55,22,,,,,,08/2023,Occupational Expert
13-1051.00,Cost Estimators,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,45.45,22,,,,,,08/2023,Occupational Expert
13-1071.00,Human Resources Specialists,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.26,38,0.1313,1.9916,2.5236,N,,08/2019,Incumbent
13-1071.00,Human Resources Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,2.28,38,1.5046,0.5899,8.3976,N,,08/2019,Incumbent
13-1071.00,Human Resources Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,69.68,38,13.6193,38.3671,89.4586,N,,08/2019,Incumbent
13-1071.00,Human Resources Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,28.04,38,13.2912,9.3020,59.6802,N,,08/2019,Incumbent
13-1074.00,Farm Labor Contractors,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.72,14,0.1837,2.3251,3.0000,N,,06/2008,Incumbent
13-1074.00,Farm Labor Contractors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,14,0.0000,,,Y,,06/2008,Incumbent
13-1074.00,Farm Labor Contractors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,27.79,14,18.3736,5.0569,73.5590,Y,,06/2008,Incumbent
13-1074.00,Farm Labor Contractors,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,72.21,14,18.3736,26.4410,94.9431,Y,,06/2008,Incumbent
13-1075.00,Labor Relations Specialists,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.52,21,,,,,,08/2023,Occupational Expert
13-1075.00,Labor Relations Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,21,,,,,,08/2023,Occupational Expert
13-1075.00,Labor Relations Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,47.62,21,,,,,,08/2023,Occupational Expert
13-1075.00,Labor Relations Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,52.38,21,,,,,,08/2023,Occupational Expert
13-1081.00,Logisticians,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.75,24,,,,,,07/2016,Occupational Expert
13-1081.00,Logisticians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,24,,,,,,07/2016,Occupational Expert
13-1081.00,Logisticians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,25.00,24,,,,,,07/2016,Occupational Expert
13-1081.00,Logisticians,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,75.00,24,,,,,,07/2016,Occupational Expert
13-1081.01,Logistics Engineers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.43,23,,,,,,08/2025,Occupational Expert
13-1081.01,Logistics Engineers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,23,,,,,,08/2025,Occupational Expert
13-1081.01,Logistics Engineers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,56.52,23,,,,,,08/2025,Occupational Expert
13-1081.01,Logistics Engineers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,43.48,23,,,,,,08/2025,Occupational Expert
13-1081.02,Logistics Analysts,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.64,22,,,,,,08/2020,Occupational Expert
13-1081.02,Logistics Analysts,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,22,,,,,,08/2020,Occupational Expert
